Unnamed: 0,year,state,county_fips,county_name,democrat_votes,republican_votes,total_votes,population,year range,Data File Year,County Name,County Code,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,0-50K,50K-100K,100K and above,Male: 18-24,Male: 25-49,Male: 50-64,Male: 65 and above,Female: 18-24,Female: 25-49,Female: 50-64,Female: 65 and above,Male: Some early,Male: High school,Male: Some college or Associate's degree,Male: Bachelor's degree,Male: Master's degree or higher,Female: Some early,Female: High school,Female: Some college or Associate's degree,Female: Bachelor's degree,Female: Master's degree or higher,White alone_log,Black or African American alone_log,American Indian and Alaska Native alone_log,Asian alone_log,Native Hawaiian and Other Pacific Islander alone_log,0-50K_log,50K-100K_log,100K and above_log,Male: 18-24_log,Male: 25-49_log,Male: 50-64_log,Male: 65 and above_log,Female: 18-24_log,Female: 25-49_log,Female: 50-64_log,Female: 65 and above_log,Male: Some early_log,Male: High school_log,Male: Some college or Associate's degree_log,Male: Bachelor's degree_log,Male: Master's degree or higher_log,Female: Some early_log,Female: High school_log,Female: Some college or Associate's degree_log,Female: Bachelor's degree_log,Female: Master's degree or higher_log
18,2000,VIRGINIA,51036,CHARLES CITY,1981,1023,3004,6926.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
19,2000,VIRGINIA,51037,CHARLOTTE,2017,2855,4872,12472.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
20,2000,VIRGINIA,51041,CHESTERFIELD,38638,69924,108562,259903.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
21,2000,VIRGINIA,51043,CLARKE,2166,2883,5049,12652.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
22,2000,VIRGINIA,51045,CRAIG,851,1580,2431,5091.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
23,2000,VIRGINIA,51047,CULPEPER,4364,7440,11804,34262.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
24,2000,VIRGINIA,51049,CUMBERLAND,1405,1974,3379,9017.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
25,2000,VIRGINIA,51051,DICKENSON,3951,3122,7073,16395.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
26,2000,VIRGINIA,51053,DINWIDDIE,4001,4959,8960,24533.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
27,2000,VIRGINIA,51057,ESSEX,1750,1995,3745,9989.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
28,2000,VIRGINIA,51059,FAIRFAX,196501,202181,398682,969749.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
29,2000,VIRGINIA,51061,FAUQUIER,8296,14456,22752,55139.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
30,2000,VIRGINIA,51063,FLOYD,1957,3423,5380,13874.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
31,2000,VIRGINIA,51065,FLUVANNA,3431,4962,8393,20047.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
32,2000,VIRGINIA,51067,FRANKLIN,7145,11225,18370,47286.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
33,2000,VIRGINIA,51069,FREDERICK,7158,14574,21732,59209.0,2006-2010,2006-2010,Accomack County,1.0,394.0,84.0,32.0,44.0,127.0,1702.0,666.0,532.0,578.0,655.0,545.0,658.0,364.0,691.0,542.0,771.0,440.0,911.0,531.0,224.0,326.0,318.0,928.0,614.0,254.0,302.0,5.976350909297934,4.430816798843313,3.4657359027997265,3.784189633918261,4.844187086458591,7.43955930913332,6.501289670540389,6.2766434893416445,6.359573868672378,6.484635235635252,6.300785794663244,6.489204931325317,5.8971538676367405,6.53813982376767,6.295266001439646,6.647688373563329,6.0867747269123065,6.814542897259958,6.274762021241939,5.41164605185504,5.786897381366708,5.762051382780177,6.833031732786201,6.419994928147142,5.537334267018537,5.71042701737487
