Content,Platform,Title,Rating
"S. Best spy TV show in a long time, combined with the social commentary that doesn't beat you over the head. And with some very subtle but increasingly fun British humor. You have a winner. Glad they have these into green light already. Of course Gary Oldman is perfect, but no one else has missed a beat either. Budget is movie quality. Writing is top notch. It deserves a nine easily but this is what we can expect from anything that says anything about anything in our world today. I'm just thankful for a show that has an opinion without compromising story or making me feel like I'm an idiot if I disagree.",IMDB,Best spy TV show in a long time,9.0
"If you wondered how Gary Oldman could be cast in a spy series after being Smiley once, this show answers the question: quite good. Surprisingly good. With the story material from reputable spy books author, the story as good as it could be. Cast and settings are top notch, jokes are authentic British ones, what else to ask for?This review was written with only three episodes in, but if you like British spy stuff, this series should be on your watch list, period.",IMDB,Oldman is back in service,7.0
"Lamb is just an amazing and complex character, he is suffering and its a very sad and pathetic guy, its an amazing protagonist alongside the rest of the fantastic cast. Everyone has problems and demons inside, its just a fantastic piece of television and im glad is getting a fourth season soon and a fifth one sometime in the future, a fantastic storyline in each season, specially season 2My ranking of seasons are
2
1
3Its a great character study and a very intense thriller to enjoy, it very funny too thanks to Lamb, he is jut the best, this us definitely a triumph of British television, 8/10.",IMDB,Oldman character is one of the best of all time,8.0
"Season 1 is 6 episodes and season 2 is the same, Gary Oldman said that they've already filmed season 2 ""it's in the can"". ""Slow Horses"" is the beginning of the the Mick Herron's ""Slough House"" novels. Sir Mick Jagger helped write the theme song which he sings.It reminds me a lot of the John le Carre novels, le Carre (pen name of David Cornwell) actually worked for MI-5 and MI-6. MI-5 (the Security Service) is a domestic spy agency, but they have no police powers like America's FBI. This series is about MI-5 like the older TV series ""Spooks"". MI-6 (the Secret Intelligence Service) is foreign intelligence which was the subject of le Carre's novels about George Smiley.Two of le Carre's novels were made into TV series, the first ""Tinker, Tailor, Soldier, Spy"" the 1979 TV series was about a mole in MI-6, it's a classic that starred Sir Alec Guinness. The 2011 movie of the same name starring Gary Oldman is good, but the TV series has more depth. It introduced us to ""Moscow Rules"" (not the same definition as this series) and ""outstations"" around London like Slough House in this series. ""Smiley's People"" a TV series also starring Sir Alec Guinness is also a classic.Writers of novels and screenplays take artistic license and I doubt the real MI-5 looks like this shoot'em up series. They are spies in the shadows, operations performed by the ""dogs"" would be performed by SO-15 the Counterterrorism Command of the Metropolitan Police (Scotland Yard). I read a lot of British news and I've never heard a counterterrorism action referred to as an ""MI-5 operation"" or the Director General of MI-5 referred to in the media as ""First Desk"", bad writing,Episode 6 didn't really tie everything together, it got the bums rush. Gary Oldman is great as Jackson Lamb, he wasn't really George Smiley as Alec Guinness had that sewed up. Jack Lowden, Saskia Reeves, Kristin Scott Thomas and the rest of the cast are very good, mostly drama school trained. Hope they continue with the rest of the Slough House books, it's entertaining if not all that realistic.Season 2 I enjoyed much more than the first season. Season 1 was mostly about Jackson Lamb verbally putting down staff at Slough House, it was one put down after another and it got boring. The second season shows MI-5 agents at Slough House using their spy skills but not really in a coordinated way.Lamb is a brilliant field agent, he's not really a manager of people. David Cartwright is a natural trainer, instructing his grandson (River) and giving him background information like their conversations about Dickie Bough and ""circadas"" and conversations in the first season.All the characters are flawed and it's not just at Slough House, from Tavener to Webb to Duffy they are also flawed at the Park. Herron and the screen writers aren't afraid of killing off characters which is good. The second season is funnier and gets out of London to the Cotswolds and eventually Kent. London and the locations in season 1 were cold and boring, packed with people but really very cold.I'm looking forward to seasons 3 & 4 in 2023.",IMDB,Season 1 and season 2 reviews.,7.0
"This has gotten better week after week. This review is after the third episode, and this is where i feel the pace picks up, and the early character establishment starts to pay off.Gary Oldman is just in top form here as the disgraced? Spy seemingly on the outer edges of the security services, who taken in other compromised agents. Yet he clearly is not just counting down the days in a dead end post, as we see as the ride hots up.",IMDB,Gary Oldman Is Disgusting And/Yet Brilliant,10.0
"My Review - Slow Horses
My Rating- 9/10Every large Government Department has its filing room or mail room that bosses can shove sideways the employees they consider unsatisfactory or require demotion to be exiled if they are deemed useless in their current role.This great spy romp is about the equivalent last frontier for failed MI5 spy agents who for one reason or another botch up their mission.This last outpost for failed British Intelligence Agents is headed by Jackson Lamb and brilliantly cast with Gary Oldman as the washed up seedy and incredibly belligerent boss . His surname is no indication of his personality I would think more of a drunken sloth than a lamb would suit his sarcastic but witty curmudgeonly personality.Along comes River Cartwright also beautifully cast with Jack Lowden who after a very shady frame up is despatched to Jackson Lamb's team of ""slow horses"" by his shrewish MI5 boss Diana Tavener ( Kristin Scott Thomas) .I always expect a quality production when Kristin Scott Thomas is in the cast and her duplicitous duet in this series with Gary Oldman is one of the the delights of this series for me.New recruit River Cartwright is not content and frankly pissed off with the menial and demeaning tasks that his new boss Jackson Lamb assigns him and the rest of the slow horse team . Their working days are spent with menial tasks like the analysis of stinking rubbish collating parking fines or transcribing mobile phone conversations.Against his bosses strict instructions of staying in the office and virtually doing nothing all day under the radar of the MI5 boss River Cartwright secretly joins in the MI5 surveillance hunt to save a young man threatened with beheading after being kidnapped by a terrorist cell.The series weaves an intricate web with surprising and dramatic outcomes for all the characters with a mix of some delicious black humour.There are many other delightful performances in Slow Horses including Saskia Reeves as Catherine Standish the world weary PA to Jackson Lamb and Sophie Okonedo the big boss of MI5 and the only person that can strike fear into the steely demeanour of Diana Taverner (Kristin Scott Thomas )
The other Slow Horses are all great characters in fact the whole ensemble cast help make this series enjoyable viewing one and the good news is series 2 was filmed at the same time and I hear Apple TV will screen it very soon.The trio of Directors James Hawes, Jeremy Lovering and Saul Metzstein plus Will Smith and his team of 4 script writers have seamlessly and beautifully adapted the 2010 novel by Mick Herron no wonder this series already has been renewed for a third and fourth season.",IMDB,Original Entertaining - Pythonesque Spy drama,9.0
"Wow, this was more like racing horses. First episode was really slow and boring, till things started rolling, and it was more like a non stop. Gary Oldman was simply brilliant, he did a fantastic job leading a secret operation while being damn funny.Good cast and performance from all actors, given the fact, they are not that famous. Loved each character, great plot, all the twist and turns till the last minute. This was a really good crime suspense thriller and can't wait for season two. Also , loved the fact that it was 6 episodes.This was the 3rd good tv show done by Apple, and again, can't wait for season 2.",IMDB,Racing horses,9.0
"In my mind Jackson Lamb was Timothy Spall and Katherine Standish was Olivia Coleman and I think they'd have nailed it.That said the casting is spot on, everyone is great. Also there should be a massive shout out to the location scouts, Slough House is exactly as I imagined it.The mood, intrigue and pace are as good as Tinker, tailor, soldier, spy.I have loved the books so much and am so happy that this has not had the over the top Hollywood treatment that these things often do. It's kept the grime and the humour that have made the books so enjoyable.I'm episode four in and can't stop..",IMDB,Fan of the books.,8.0
"This is sooooo good.Everything about this show is exceptionally good.It's even a pleasure to watch the main titles, and listen to Mick Jagger's haunting interpretation of the title song ""Strange Game"".Gary Oldman is at his peak in this part. He's perfect. And the rest of the cast delivers top-notch performances all-round. Even the bunch of idiot right-wing extremists are exceptionally good.And the script... it's the meat and bones of all this. Properly structured, and well furnished in every way.This is surely the most entertaining series I have ever seen in 50 years... after Monty Python's Flying Circus.",IMDB,Unbelievably good,10.0
"I have seen the first two episodes, and was disappointed only by the fact there will be only six, and then another six. Cast is fantastic, and though the dialog requires higher volume for these American ears, it is well written. I usually wouldn't watch the screen version of a book I might like to read, but I wanted to see this as soon as it came out, and didn't know if the books. I'll definitely read them later though. The theme song. As soon as I heard it, I thought, ""Surely they didn't get Mick Jagger""?! But it is, and the song is cool, with relevant lyrics and thematic elements of the score too. I see several reviews complaining about a 'leftist' bent to this one, but all I see is art imitating life with some of the plot lines. I recommend this one, unless you don't like elevated espionage fare. It's good, real good based on the first two hours.",IMDB,"Great show, cool theme song too.",8.0
"This series got off to a high-adrenaline start with a chase for a suicide bomber in the first few minutes. After that, things slowed down quite a bit. But by the end of the first episode, the premise was fairly well laid out, and most of the key characters were sketched in.I might be inclined to consider this an average British thriller series were it not for the presence of two big guns - Kristin Scott Thomas and Gary Oldman. That alone would be enough for me to give the show a chance. I'm going to watch a few more episodes before making up my mind on this one - but I am giving it a chance.",IMDB,Better than average British thriller,7.0
I din't know quite what to expect because I have read all of the Slough House books by Mick Herron. I was astounded & pleasantly surprised how faithful this is to the books including the characters. Gary Oldman is the perfect Jackson Lamb. Bravo!,IMDB,I love this show!,10.0
"I'm a hard-to-please guy. I have to be able to buy into characters, the plot has to make sense and the scenery/locations have to be genuine.This hits all marks, with the possible exception of Jagger croaking the theme song. I always fast forward through that.It's based on a series of novels about the British intelligence service, and a London field office where a few ""failures"" are banished to. They are just minor screw-ups, though. If they did something major they would by kicked out of MI5.Anyway, it's easy for me to buy into everything. The writing is great, the actors are great, the plots make sense...What can I say? Somebody found some really well-written novels by an author who knew what he was doing, and they successfully translated them into a series of 6-episode seasons.It works for me. Just the right blend of comedy, drama, mystery, action and story-telling.And because the seasons are fairly short, it doesn't take a lot of time to make new ones. Three seasons in two years, and two more are projected. So, that's nice too.",IMDB,This is Really Good,7.0
"Yes it's clichéd, but the acting is superb. The lowest of M16 are implicated in a crime to save its upper echelons. Amazing interplay of interpersonal relationships and politics, love it. Even the scumbags who did the killings can't agree on what to do next! It's a good job our real intelligence network isn't as inept???",IMDB,Oldman at his best,4.0
"You are a skinny 60+ woman who has worked for the MI5 for decades. One day, you find yourself in a busy café, discovering that two athletic men in there are out to get you. Do you 1) Stay in the safety of the public café and contact your friends in the intelligence service? Or 2) Make your way through the kitchen and back door into a deserted and dimly lit alley?If 2) then Slow Horses is for you. If you can suspend rational thinking and logic - and enjoy a bit of slapstick thrown in for good measure - Slow Horses delivers.If 1) and you prefer your plots to make sense and take themselves just a little seriously, you will need to look elsewhere.It's a shame, really. Oldman delivers. The production delivers. The theme song delivers. But the script and directing just doesn't.",IMDB,"If you can suspend rational thinking, then yes",10.0
I give it a 10 for Gary oldham alone. He is so freaking brilliant if you don't watch the show just for that alone you're missing out. This guy is the definition of what every good actor should be. I am too naïve in this craft to even speak about it but he is freaking brilliant. Yes this is Tinker tailor soldier spy meets 21 Jump Street And sometimes it has its hiccups but they are minor and the show carrie's on logically. The plot is well thought out and the dialogue well written. The cast is very good and you'll be constantly wondering what's happening next thinking that it's over only to be reprised again. Perhaps similar in vain to the old series 24 but again or British and updated. Disappointed at season one is over already.,IMDB,Gary Oldham is Brilliant,9.0
"Really enjoyable and has that british humour alongside it too and the mysteries are actually good as well. Its got the right amount of episodes, thrillers and characters and the show isn't scared in taking risks (sorry no spoilers) you won't be bored either and i would highly recommend this too everyone. Looking forward to many more seasons and this proves British definitely do it better. Well done apple tv please continue to make good tv shows instead of the propaganda Netflix has started to release. We got a hint of it in season 2 more so than season 1 but i would love a bit more action and on field fighting.",IMDB,LOVE IT!,9.0
"Oldman grows into his name, and only gets better with each passing year like a vintage wine.Give him a decent script with plenty of pregnant pauses for a glare or three and let his acting chops do the rest. He's become to the spy thriller as Gielgud was to Hamlet ..made for each other!Kristin Scott Thomas..is cast well as his politicking ladder climbing spymaster, who brings her own gravitas, ie. Beyond the twinset & pearls..lies a cold calculating etc .. And you've got to be doing something right to get one Sir Mick Jagger to co-write and sing the shows theme song!Season three halfway point..they may have slightly overdone Oldman's unwashed look, as it's now like he sleeps on a park bench at night before staggering into the 'spy office'.. but still a riveting watch..!",IMDB,Can't beat the British spy thriller ..done the right way.,9.0
"Brilliant writing. Brilliant acting. Some stalwarts like Kristin and Jonathan and of course the ever brilliant Gary Oldman - probably the best actor of his generation. Or many generations! I've watched plenty of police and/or spy dramas and I don't think any have come close to this.I've not read the book, but maybe k should. One thing is for sure, the lead actors are simply outstanding. Am loving the writing without which, actors can't do the job they do.Oldman is irrepressible as ever. This chameleon of an actor once again shows us how very good he is. His display of unassuming intelligence is remarkable. I had thought I'd seen him do his best work in other films etc., but just wow. Love him.",IMDB,Genuinely one of the best tings I've seen in so so long,10.0
"For a country that gave the world, James Bond , the British also gave us the complete antithesis of that glamourous world of 007 . The murky spy thrillers of Callan,Tinker Tailor Soldier Spy. Slow Horses conjures up that world again of dirty tea cups,broken heating systems and dull departmental government buildings .. Its pacier than its earlier antecedents to allow for modern sensibilities. I watched the first series and couldn't wait for the second series so Im reading the second book in the Slough house series by Mick Heron,Dead Lions. Gary Oldman is just brilliant in a leading role as Jackson Lamb. He is one of those characters that only exists in British drama . Brilliant.",IMDB,No one quite does the shabby spy thriller like the Brits,8.0
"Opening scene is a little laborious, but it does quickly define the story of the 'down and out' spy team and River's (Jack Lowden) place in it. Intrigued to learn more background on Lamb (Gary Oldman) there is clearly more to him than a broken/disgraced spy. Have watched the first two episodes, it is enjoyable and the ending to episode 2 provides a 'Skinner response' hook into 3.",IMDB,"Engaging start, looking forward to the rest unfolding",8.0
"This season was...meh. The standoff in the records warehouse was amateur hour. C'mon people, you're waaaay better than this. None of it plausible, believable, well written or well directed. 2nd unit maybe? I recall Shirley's character being established as badass, which I was on board with and anxiously awaited more ass-kicking from her but she got ""lucky"" in her fight scene with a broken CD? And also, as a badass, shouldn't she have some military background or training that would prevent her from looking like she's never handled a weapon before? That's the Directors fault but Producers should never have allowed that to fly. The whole concept of the Slow Horses defeating 20 soldiers was just idiotic. C'mon people get it together on season 4 please. Xoxo.",IMDB,I'm a rabid fan but...,7.0
"Ever wondered what happens to spies when they screw up?They end at Slough House.These are not your ""James Bond"" type spies but a collection of pen-pushers, surveillance operators and analysts - all headed up by a burnt-out ""proper"" espionage agent.The casting and performances are absolutely amazing!Gary Oldman is perfect as the foul-mouthed straight-shooting disgraced agent who has zero f's to give.The scenes where he tells (to their faces) how much he despises his co-workers and how useless they are, are pure gold.Kristin Scott Thomas is the foil to Gary Oldman and is outstanding! She totally holds the show together.The kidnappers are also very, very good in rather unpleasant ways.This has gritty moments, funny moments, shocks that will make you spill your tea and heart warming moments that will make you reach for the tissues.I found the first half of the first episode quite boring - I am not a massive fan of spy films and I would have turned it off if I had something better to do - it is worth sticking with it.",IMDB,"It is hard to say what this is - apart from very, very good",8.0
"I was late arriving to this very off-beat series (this month!) and it took me a couple of episodes to get the rhythms, but once in, I binge-watched to the end of Season 3.Gary Oldman (Jackson Lamb) steals every scene he's in and the entire series. If Mick Herron, who wrote the book upon which this series is based, didn't have Oldman in mind, you'd never know it.Reportedly, showrunner Will Smith did have Jack Lowden in mind to play 'River Cartwright' and too right he was. Lowden is pitch perfect as the very complicated character he inhabits.Kristin Scott Thomas (Diana Taverner), Samuel West (Peter Judd), and Sophie Okonedo (Ingrid Tearney) play characters we have seen many times before, but they play them very well.Along for the ride is Jonathan Pryce (David Cartwright) but they don't give him enough to do. I would involve him more.The final two episodes of Season 3 devolved into French farce and frustrating stupidity and thickness, otherwise, my rating might have been an 8. But I look forward to Season 4, which I read will debut in late Fall.",IMDB,Quirky Good,7.0
"Slow Horses inevitably suffers from being compared to Tinker Tailor, and it is not. I don't think it intends to be, even when it plays with TT's esthetic.Slow Horses is very much an action fantasy intending to entertain, with just enough realism and high-ish profile deaths thrown in to lure in TT's fans. It's got some good drama bits. It's got some intrigue. Some social and political references. But it is not a character study. It's still a slightly subverted maverick genre.I suppose the most serious aspect is depicting MI5, which like any high power institution, will gravitate towards wanting to be the law onto itself, with personal ambition, power hunger and blind compliance having much higher stakes. Does it actually depict MI5? I have no idea but it definitely plays into what I would imagine MI5 is like.Is it entertaining? Yes. Is it believable?Erm... no, at least not consistently.Is it worth watching? Yes, just alter your expectations.",IMDB,That's entertainment,10.0
"""Slow Horses"" is an exceptional series that brilliantly blends gripping espionage with dark humor and complex character dynamics. The show dives deep into the world of MI5, focusing on a group of disgraced intelligence officers relegated to Slough House, a dumping ground for agents who have made career-ending mistakes.What sets ""Slow Horses"" apart is its razor-sharp writing, masterfully adapted from Mick Herron's novels, and its outstanding ensemble cast, led by the incomparable Gary Oldman. Oldman's portrayal of Jackson Lamb, the cynical, sharp-tongued head of Slough House, is nothing short of extraordinary. His performance is both gritty and unexpectedly hilarious, bringing a fresh and captivating energy to the espionage genre.The plot twists and turns with suspense and intrigue, keeping viewers on the edge of their seats from start to finish. The show's ability to balance tension with wit is remarkable, offering moments of genuine humor amid the high-stakes drama. Each episode peels back layers of the characters, revealing the humanity and flaws behind their often messy, yet deeply relatable, lives.The series also excels in its atmospheric storytelling, with a gritty London backdrop that enhances the show's tone. The cinematography is stylish and moody, perfectly complementing the complex narratives.Overall, ""Slow Horses"" is a must-watch for anyone who loves intelligent, character-driven stories with a touch of dark humor. It's not just another spy drama; it's a sharp, brilliantly executed series that keeps you hooked from the first episode. Highly recommended!",IMDB,Excellent,9.0
"High brow British spy stuff, starring a low brow Gary Oldman as a disgraced MI5 guy leading a bunch of misfits that all still have something to offer the service. High quality production as you would expect, and an exceptional cast. You would have to pretty much detest spy shows to dislike this short run series, which I hope they turn into a longer run.",IMDB,Cracking good start,8.0
